timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1686089738415,1519,Get Sell Request,200,OK,Sell Resources Thread Group 1-145,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1519,0,0
1686089738453,1497,Get Sell Request,200,OK,Sell Resources Thread Group 1-20,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1496,0,0
1686089738474,1491,Get Sell Request,200,OK,Sell Resources Thread Group 1-8,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1491,0,0
1686089738474,1504,Get Sell Request,200,OK,Sell Resources Thread Group 1-146,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1504,0,0
1686089738460,1531,Get Sell Request,200,OK,Sell Resources Thread Group 1-27,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1530,0,0
1686089738509,1513,Get Sell Request,200,OK,Sell Resources Thread Group 1-54,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1512,0,0
1686089738507,1528,Get Sell Request,200,OK,Sell Resources Thread Group 1-147,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1527,0,0
1686089738515,1532,Get Sell Request,200,OK,Sell Resources Thread Group 1-90,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1531,0,0
1686089738554,1515,Get Sell Request,200,OK,Sell Resources Thread Group 1-149,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1514,0,0
1686089738520,1554,Get Sell Request,200,OK,Sell Resources Thread Group 1-33,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1553,0,0
1686089738577,1518,Get Sell Request,200,OK,Sell Resources Thread Group 1-125,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1517,0,0
1686089738594,1520,Get Sell Request,200,OK,Sell Resources Thread Group 1-50,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1519,0,0
1686089738581,1549,Get Sell Request,200,OK,Sell Resources Thread Group 1-34,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1548,0,0
1686089738649,1517,Get Sell Request,200,OK,Sell Resources Thread Group 1-42,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1517,0,0
